num_images_per_question,num_correct_edges,num_edges,num_1,num_1_correct,num_0,num_0_correct
4,74,90,34,20,56,53
4,63,90,29,14,61,49
4,53,90,27,8,63,45
4,46,90,29,7,61,42
4,69,90,31,14,59,50
4,26,90,26,23,64,6
4,80,90,25,15,65,60
4,59,90,21,3,69,54
4,56,90,21,14,69,44
4,63,90,27,15,63,47
4,66,90,32,15,58,51
4,77,90,30,17,60,59
4,80,90,31,20,59,58
4,70,90,29,12,61,56
4,70,90,32,17,58,51
4,44,90,33,14,57,30
4,46,90,30,13,60,38
4,60,90,34,11,56,45
4,76,90,31,22,59,52
4,61,90,26,8,64,54
4,39,90,34,21,56,21
4,54,90,32,8,58,45
4,43,90,29,13,61,29
4,59,90,22,3,68,56
4,62,90,31,9,59,52
4,71,90,22,13,68,59
4,51,90,30,7,60,46
4,57,90,30,15,60,44
4,41,90,38,30,52,12
4,63,90,36,12,54,50
4,49,90,36,9,54,41
4,59,90,28,16,62,41
4,64,90,31,14,59,50
4,55,90,27,10,63,50
4,72,90,39,20,51,50
4,68,90,28,16,62,52
4,56,90,29,8,61,45
4,70,90,27,10,63,56
4,59,90,31,14,59,46
4,66,90,21,5,69,63
4,55,90,30,8,60,47
4,57,90,29,11,61,50
4,58,90,27,6,63,51
4,67,90,27,5,63,61
4,61,90,32,9,58,52
4,38,90,38,36,52,4
4,58,90,32,3,58,55
4,61,90,32,4,58,57
4,50,90,40,9,50,41
4,59,90,30,17,60,44
4,67,90,36,20,54,45
4,52,90,30,5,60,46
4,72,90,36,22,54,49
4,77,90,29,16,61,60
4,52,90,19,14,71,41
4,47,90,34,8,56,38
4,66,90,34,15,56,51
4,71,90,23,10,67,60
4,46,90,45,21,45,25
4,55,90,38,9,52,47
4,63,90,30,14,60,48
4,61,90,29,7,61,53
4,63,90,32,10,58,52
4,44,90,37,8,53,37
4,77,90,25,13,65,58
4,56,90,31,6,59,47
4,60,90,27,13,63,44
4,46,90,28,8,62,37
4,62,90,31,6,59,56
4,63,90,27,0,63,61
4,67,90,32,12,58,54
4,65,90,29,7,61,58
4,46,90,36,5,54,44
4,60,90,36,20,54,40
4,63,90,31,7,59,57
4,79,90,24,15,66,61
4,52,90,39,3,51,47
4,61,90,27,18,63,44
4,50,90,30,4,60,49
4,57,90,34,2,56,56
4,59,90,28,10,62,49
4,71,90,19,10,71,60
4,54,90,21,14,69,40
4,55,90,27,6,63,47
4,65,90,31,8,59,56
4,66,90,29,7,61,56
4,59,90,30,12,60,50
4,51,90,27,5,63,46
4,61,90,28,0,62,61
4,44,90,35,8,55,37
4,65,90,28,23,62,43
4,69,90,21,5,69,66
4,52,90,29,7,61,47
4,67,90,25,2,65,62
4,42,90,37,18,53,24
4,62,90,28,0,62,61
4,61,90,40,17,50,44
4,59,90,30,7,60,50
4,53,90,29,19,61,36
4,52,90,28,16,62,38
4,44,90,31,15,59,35
4,73,90,28,15,62,59
4,51,90,27,14,63,38
4,51,90,29,4,61,47
4,60,90,29,19,61,38
4,51,90,23,13,67,40
4,62,90,26,7,64,56
4,68,90,28,8,62,55
4,66,90,27,10,63,57
4,49,90,31,7,59,41
4,63,90,27,0,63,61
4,48,90,39,17,51,35
4,52,90,36,16,54,37
4,54,90,24,14,66,40
4,67,90,25,12,65,54
4,53,90,34,7,56,46
4,55,90,25,3,65,49
4,67,90,28,7,62,60
4,50,90,34,15,56,37
4,75,90,28,13,62,59
4,62,90,39,26,51,37
4,50,90,35,12,55,38
4,63,90,31,16,59,46
4,68,90,32,14,58,53
4,62,90,30,9,60,54
4,73,90,28,21,62,50
4,53,90,32,9,58,46
4,66,90,34,26,56,38
